"","source","confidence","target","weight"
"7726","Myc","A","Mettl1",1
"7727","Myc","A","Mfap1b",1
"7728","Myc","A","Mfap1a",1
"7729","Myc","A","Meltf",1
"7730","Myc","A","Mgst1",1
"7731","Myc","A","Mpo",1
"7732","Myc","A","Msn",-1
"7733","Myc","A","Mst1",-1
"7734","Myc","A","Mthfd1",1
"7735","Myc","A","Mthfr",1
"7736","Myc","A","Mycl",1
"7737","Myc","A","Nap1l1",1
"7738","Myc","A","Nfil3",1
"7739","Myc","A","Nfkbil1",1
"7740","Myc","A","Nid1",1
"7741","Myc","A","Nit1",1
"7742","Myc","A","Notch4",1
"7743","Myc","A","Nras",1
"7744","Myc","A","Nthl1",1
"7745","Myc","A","Ntn3",1
"7746","Myc","A","Oca2",1
"7748","Myc","A","Pdha1",1
"7749","Myc","A","Per1",1
"7750","Myc","A","Pex14",1
"7751","Myc","A","Phb1",1
"7752","Myc","A","Slc25a3",1
"7753","Myc","A","Pigf",1
"7754","Myc","A","Pik3c3",1
"7755","Myc","A","Pkp1",1
"7756","Myc","A","Pla2g4a",1
"7757","Myc","A","Polb",1
"7758","Myc","A","Pold2",1
"7759","Myc","A","Ppat",1
"7760","Myc","A","Ppid",1
"7761","Myc","A","Ppp1r7",1
"7762","Myc","A","Ptpa",-1
"7763","Myc","A","Prkdc",1
"7764","Myc","A","Klk10",1
"7765","Myc","A","Prtn3",1
"7767","Myc","A","Psen2",1
"7768","Myc","A","Psmb1",1
"7769","Myc","A","Ptger2",1
"7770","Myc","A","Qdpr",1
"7771","Myc","A","Rarb",-1
"7773","Myc","A","Rbbp4",1
"7775","Myc","A","Rfc2",1
"7776","Myc","A","Rgs2",1
"7777","Myc","A","Rpl3",1
"7778","Myc","A","Rpl10",1
"7779","Myc","A","Rpl19",1
"7780","Myc","A","Rpl22",1
"7781","Myc","A","Rpl26",1
"7782","Myc","A","Rpl27",1
"7783","Myc","A","Rpl27a",1
"7784","Myc","A","Rps6",1
"7785","Myc","A","Rps15",1
"7786","Myc","A","Rps16",1
"7787","Myc","A","Rps19",1
"7788","Myc","A","Sim2",1
"7789","Myc","A","Sla",1
"7790","Myc","A","Slc2a4",1
"7791","Myc","A","Slc4a2",1
"7792","Myc","A","Slc19a1",1
"7793","Myc","A","Slit1",1
"7794","Myc","A","Smn1",1
"7795","Myc","A","Snrpb",1
"7796","Myc","A","Snrpb2",1
"7798","Myc","A","Spast",1
"7799","Myc","A","Srd5a1",1
"7800","Myc","A","Stat6",1
"7801","Myc","A","Surf6",1
"7802","Myc","A","Vamp2",1
"7803","Myc","A","Tcf12",1
"7804","Myc","A","Tgfb1",1
"7805","Myc","A","Tgfb2",1
"7806","Myc","A","Tgfb3",1
"7807","Myc","A","Thbs4",1
"7808","Myc","A","Top1",1
"7809","Myc","A","Tpm2",1
"7810","Myc","A","Txn",1
"7811","Myc","A","Tyms",1
"7812","Myc","A","Uba52",1
"7813","Myc","A","Ucp1",1
"7814","Myc","A","Ucp3",1
"7815","Myc","A","Urod",1
"7816","Myc","A","Wnt10b",1
"7818","Myc","A","Znf146",1
"7819","Myc","A","Csde1",-1
"7821","Myc","A","Slbp",1
"7822","Myc","A","Mterf1b",1
"7823","Myc","A","Mterf1a",1
"7824","Myc","A","Fosl1",1
"7825","Myc","A","Fxr1",1
"7826","Myc","A","Akap1",1
"7828","Myc","A","H4c11",1
"7829","Myc","A","Uxt",1
"7830","Myc","A","Pex3",1
"7831","Myc","A","Ybx3",1
"7832","Myc","A","Psmg1",1
"7833","Myc","A","Eif3c",1
"7834","Myc","A","Ctsf",1
"7835","Myc","A","Hdac3",1
"7836","Myc","A","Sqstm1",1
"7837","Myc","A","Ddx18",1
"7838","Myc","A","Syngr2",1
"7839","Myc","A","Slc28a2",1
"7840","Myc","A","Cox7a2l",1
"7841","Myc","A","Slc9a3r2",1
"7842","Myc","A","Cript",1
"7843","Myc","A","Nr1d1",1
"7844","Myc","A","Rbm39",1
"7845","Myc","A","Nup155",1
"7847","Myc","A","Herpud1",1
"7848","Myc","A","Aqr",1
"7849","Myc","A","Tomm20",1
"7850","Myc","A","Rbm8a",1
"7851","Myc","A","Thrap3",1
"7852","Myc","A","Hnrnpdl",1
"7853","Myc","A","Casp8ap2",1
"7854","Myc","A","Pqbp1",1
"7856","Myc","A","Rida",1
"7857","Myc","A","Tcirg1",1
"7858","Myc","A","Akr1a1",1
"7859","Myc","A","Nod1",1
"7860","Myc","A","Pfdn6",1
"7861","Myc","A","Sec23b",1
"7862","Myc","A","Paics",1
"7864","Myc","A","Clp1",1
"7865","Myc","A","Ube2c",1
"7866","Myc","A","Cbx3",1
"7867","Myc","A","Exosc8",1
"7868","Myc","A","Cct5",1
"7870","Myc","A","Sirt1",1
"7871","Myc","A","Cbx5",1
"7873","Myc","A","Znf451",1
"7874","Myc","A","Gnl3",1
"7875","Myc","A","Dmac2l",1
"7876","Myc","A","Tubg2",1
"7877","Myc","A","Nxt1",1
"7878","Myc","A","Alg5",1
"7879","Myc","A","Cxxc1",1
"7881","Myc","A","Nol7",1
"7882","Myc","A","Sfmbt1",1
"7883","Myc","A","Nat10",1
"7884","Myc","A","Cmas",1
"7885","Myc","A","Eif5a2",1
"7886","Myc","A","Smarcad1",1
"7887","Myc","A","Prdm8",1
"7888","Myc","A","Entpd7",1
"7889","Myc","A","Golph3",1
"7890","Myc","A","Sfxn3",1
"7891","Myc","A","Slc25a28",1
"7892","Myc","A","Bcl2l12",1
"7893","Myc","A","Pcbd2",1
"7895","Myc","A","Arfgap2",1
"7896","Myc","A","Dpy30",1
"7903","Mycn","A","Ctsd",1
"7906","Mycn","B","Egfr",0.5
"7910","Mycn","A","Mcm2",1
"7911","Mycn","A","Mcm3",1
"7912","Mycn","A","Mcm4",1
"7913","Mycn","A","Mcm5",1
"7914","Mycn","A","Mcm6",1
"7915","Mycn","A","Mcm7",1
"7919","Mycn","B","Pdgfrb",0.5
"7929","Mycn","B","Mad1l1",0.5
"7931","Mycn","B","Creb5",0.5
"7938","Mycn","B","Wwc1",0.5
"7949","Mycn","A","Mcm8",1
"7953","Myog","A","Acacb",1
"7957","Nfil3","A","Il1b",-1
"7958","Nfkb1","A","Alox5ap",1
"7959","Nfkb1","A","Bcl2a1",1
"7960","Nfkb1","A","Brca2",1
"7961","Nfkb1","A","Cd40lg",1
"7962","Nfkb1","A","Cd74",1
"7963","Nfkb1","A","Col1a2",-1
"7964","Nfkb1","A","Crmp1",1
"7965","Nfkb1","A","Nqo1",1
"7966","Nfkb1","A","Fcgrt",1
"7967","Nfkb1","A","Irf7",1
"7968","Nfkb1","A","Mmp3",1
"7969","Nfkb1","A","Pigr",1
"7970","Nfkb1","A","Ccl11",1
"7971","Nfkb1","A","Vwf",1
"7976","Ybx1","A","Agt",1
"7977","Otx2","A","Rbp3",1
"7985","Plag1","A","Abcc6",1
"7986","Pou2f1","A","Cxcr5",1
"7988","Pou2f1","A","Ms4a2",1
"7990","Pou2f1","A","Lct",1
"7991","Pou2f1","A","Vwf",1
"7992","Pou4f2","A","Ccnd1",1
"7993","Ppard","A","Sat1",1
"7994","Rara","A","Hsd17b2",1
"7995","Rara","B","Smad3",0.5
"7997","Rara","A","Plat",1
"7998","Rara","A","Tnfaip2",1
"7999","Rara","A","Tpo",1
"8000","Rara","A","Nrip1",1
"8001","Rara","A","Gprc5a",1
"8002","Rara","A","Nr1i3",1
"8004","Rarb","A","Adh5",1
"8007","Rarb","A","Plat",1
"8010","Rel","A","Cd40lg",1
"8012","Rela","A","Bcl2a1",1
"8014","Rela","A","Brca2",1
"8015","Rela","A","Cd74",1
"8016","Rela","A","Col1a2",-1
"8018","Rela","A","Fcgrt",1
"8020","Rela","A","Nr4a1",1
"8023","Rela","A","Irf7",1
"8024","Rela","A","Mat2a",1
"8026","Rela","A","Pigr",1
"8027","Rela","A","Ptx3",1
"8038","Rfx1","A","Col1a2",1
"8041","Rxra","A","Cxcr5",1
"8044","Rxra","A","Hsd17b2",1
"8046","Rxra","A","Hnf1a",1
"8048","Rxra","A","Nol7",1
"8052","Satb1","A","Cd8b",1
"8053","Ski","A","Smad7",1
"8056","Sp1","A","Adrb3",1
"8060","Sp1","A","C1qbp",1
"8061","Sp1","A","Cd9",1
"8062","Sp1","A","Cd19",1
"8064","Sp1","A","Col7a1",1
"8065","Sp1","A","Cyp3a11",1
"8066","Sp1","A","Cyp3a41a",1
"8067","Sp1","A","Cyp3a16",1
"8068","Sp1","A","F10",1
"8070","Sp1","A","Gfer",1
"8072","Sp1","A","Hsd3b3",1
"8073","Sp1","A","Hsd3b2",1
"8074","Sp1","A","Hsd3b6",1
"8075","Sp1","A","Igfbp1",1
"8076","Sp1","A","Ltc4s",1
"8078","Sp1","A","Furin",1
"8079","Sp1","A","Ptgir",1
"8080","Sp1","A","Ptk6",1
"8081","Sp1","A","Skp2",1
"8082","Sp1","A","Slc19a1",1
"8083","Sp1","A","Smpd1",1
"8084","Sp1","A","Thbd",1
"8087","Sp1","A","H4c11",1
"8090","Sp1","A","Nol7",1
"8093","Sp3","A","Itga2",1
"8095","Sp3","A","Ltc4s",1
"8097","Sp3","A","Sctr",1
"8098","Sp3","A","Timp1",1
"8099","Sp3","A","Nkx2-1",1
"8100","Sp3","A","Tpmt",1
"8106","Spi1","A","Nr3c1",1
"8107","Spi1","A","Lsp1",1
"8110","Srebf2","A","Mttp",-1
"8113","Stat3","A","Esr1",1
"8115","Stat3","A","Klf11",1
"8117","Stat6","A","Ccl17",1
"8120","Tal1","A","C3ar1",1
"8123","Tal1","B","Ptk2b",0.5
"8125","Tal1","A","Brf1",1
"8130","Tal1","A","Ppp3ca",1
"8133","Tal1","A","Usp34",1
"8136","Tal1","A","Chst11",1
"8137","Tal1","A","Plekho1",1
"8138","Tal1","A","Nbas",1
"8139","Tal1","A","Cdh23",1
"8141","Tal1","A","Ssh2",1
"8147","Tbp","A","App",1
"8148","Tbp","A","Fn1",1
"8156","Tcf7l2","A","Myc",1
"8158","Tcf7l2","A","Glce",1
"8159","Zeb1","A","Itgb4",1
"8160","Zeb1","A","Lamc2",1
"8161","Tead1","A","Msln",1
"8162","Tfap2a","A","Nme3",1
"8163","Tfap2a","A","Serpine1",1
"8164","Tfap2a","A","Smpd1",1
"8167","Nr2f2","A","Ppara",1
"8172","Tp53","A","Gpx1",1
"8175","Tp53","B","Rev3l",0.5
"8184","Tp53","A","Tceal1",1
"8188","Tp53","A","Ascc3",1
"8189","Tp53","A","Hnrnpul1",1
"8192","Tp53","A","Mrpl27",1
"8207","Usf1","A","Cyp1a2",1
"8209","Usf1","A","Ogn",1
"8210","Usf1","A","P4ha1",1
"8211","Usf1","A","Tcn2",1
"8212","Usf1","A","Tgfb2",1
"8213","Usf1","A","Serbp1",1
"8215","Usf2","A","Ceacam2",1
"8216","Usf2","A","Ceacam1",1
"8218","Usf2","A","Cyp1a2",1
"8219","Usf2","A","P4ha1",1
"8220","Usf2","A","Tcn2",1
"8221","Usf2","A","Tgfb2",1
"8222","Usf2","A","Sf1",1
"8224","Vdr","A","Il10",-1
"8226","Yy1","A","Fdps",-1
"8232","Znf143","A","Esco2",1
"8235","Zfp202","A","Abca1",-1
"8239","Klf11","A","Pdx1",1
"8241","Tp63","B","Bmal1",0.5
"8249","Tp63","B","Grb10",0.5
"8255","Tp63","A","Ppara",1
"8259","Tp63","B","Syn3",0.5
"8260","Tp63","B","Rgs20",0.5
"8412","Cebpz","A","Col11a1",-1
"8413","Cebpz","A","Mlh1",-1
"8414","Cebpz","A","Sox9",1
"8416","Mxd4","A","Odc1",1
"8418","Nfat5","A","S100a4",1
"8419","Tcfl5","A","Cd2",-1
"8447","Ar","A","Cdh2",1
"8453","Ar","A","Foxa1",1
"8465","Ar","A","Klf5",1
"8466","Ar","B","Mid1",0.5
"8468","Ar","A","Ndrg1",1
"8470","Ar","A","Pigr",1
"8471","Ar","A","Pnrc1",1
"8494","Arnt","A","Bhlhe40",1
"8499","Arnt","B","Esr1",0.5
"8500","Fos","A","Arnt",1
"8513","Atf1","A","Ccna1",-1
"8514","Atf1","A","Cyp11b2",1
"8515","Atf1","A","Erbb2",1
"8516","Atf1","A","Flt1",1
"8519","Atf1","A","Ldha",1
"8520","Atf1","A","Map1lc3b",1
"8521","Atf1","A","Nts",1
"8522","Atf1","A","Pcsk1",1
"8523","Atf1","A","Plaur",1
"8524","Atf1","A","Slc20a1",1
"8525","Atf1","A","Top2a",1
"8527","Atf2","A","Cyp11b2",1
"8528","Atf2","B","Dusp10",0.5
"8531","Atf2","A","Impdh2",1
"8534","Atf2","A","Pck2",1
"8541","Atf4","A","Disc1",1
"8549","Atf5","A","Disc1",1
"8550","Atf6","A","Ddit3",1
"8551","Atf6","A","Dnajc3",1
"8555","Atf6","A","Rtn3",1
"8556","Atf6","A","Srf",1
"8567","Bcl6","A","Hdac7",-1
"8568","Bcl6","A","Irf4",-1
"8582","Cdx2","A","Slc9a2",1
"8586","Cebpa","A","Csf1",1
"8588","Cebpa","A","Cxcr2",1
"8589","Cebpa","A","Fn1",1
"8591","Cebpa","A","Homer3",1
"8592","Cebpa","A","Hspa4",1
"8593","Cebpa","A","Icam1",1
"8594","Cebpa","A","Igf1",1
"8595","Cebpa","A","Il10",1
"8596","Cebpa","A","Il5",1
"8597","Cebpa","A","Mad1l1",1
"8598","Cebpa","A","Msr1",1
"8599","Cebpa","A","Pck2",1
"8600","Cebpa","A","Saa2",1
"8601","Cebpa","A","Saa1",1
"8602","Cebpa","A","Serpinc1",1
"8603","Cebpa","A","Slc10a1",1
"8604","Cebpa","A","Stat3",1
"8605","Cebpa","A","Vldlr",1
"8606","Cebpb","A","Csf3r",1
"8607","Cebpb","A","Csrp1",1
"8608","Cebpb","A","F8",1
"8609","Cebpb","A","Furin",1
"8610","Cebpb","A","Gadd45g",1
"8612","Cebpb","A","Il24",1
"8616","Cebpb","A","Slc10a1",1
"8620","Cebpd","A","Gadd45g",1
"8622","Cebpd","A","Pou5f1",1
"8625","Cebpe","A","Ctsg",1
"8626","Cebpe","A","Gata1",-1
"8627","Cebpe","A","Myc",-1
"8636","Creb1","A","Adra1a",1
"8638","Creb1","A","Bdkrb1",1
"8640","Creb1","A","Ccl5",1
"8642","Creb1","A","Cxcr4",1
"8643","Creb1","A","Cyp11b2",1
"8644","Creb1","A","Cyp17a1",1
"8645","Creb1","A","Erbb2",1
"8650","Creb1","A","H2-Ab1",1
"8651","Creb1","A","Hpgd",1
"8653","Creb1","A","Msmb",1
"8658","Creb1","A","Nts",1
"8659","Creb1","A","Odc1",1
"8661","Creb1","A","Pold2",1
"8665","Creb1","A","Rrm2b",1
"8666","Creb1","A","Slc19a1",1
"8667","Creb1","A","Slc20a1",1
"8671","Creb3l1","A","Slc1a4",-1
"8684","Crem","A","Dusp1",-1
"8691","Ctcf","A","Asap2",1
"8692","Ctcf","A","Bbc3",1
"8693","Ctcf","A","Ccnd1",1
"8694","Ctcf","A","Dmpk",1
"8695","Ctcf","A","Etnk2",1
"8698","Ctcf","A","Pbxip1",1
"8699","Ctcf","A","Ptprg",1
"8700","Ctcf","A","Six5",1
"8701","Ctcf","A","Slc6a4",1
"8723","Dnmt1","A","Msh2",1
"8725","Dnmt1","A","Sfrp5",1
"8726","Dnmt1","A","Timp3",-1
"8732","E2f1","A","Aurka",1
"8734","E2f1","A","Casp7",1
"8737","E2f1","A","Ctnnbip1",1
"8738","E2f1","A","Dnmt1",1
"8739","E2f1","A","Dram1",1
"8740","E2f1","A","Ercc1",1
"8741","E2f1","A","Etv4",1
"8742","E2f1","A","Fanca",1
"8743","E2f1","A","Fhit",-1
"8744","E2f1","A","Flt1",1
"8745","E2f1","A","Gins3",1
"8746","E2f1","A","Il1b",1
"8748","E2f1","A","Kdr",1
"8749","E2f1","A","Map1lc3a",1
"8750","E2f1","A","Mapk8",1
"8751","E2f1","A","Mcm5",1
"8752","E2f1","A","Mefv",1
"8753","E2f1","A","Myb",1
"8754","E2f1","A","Myh10",1
"8755","E2f1","A","Npat",1
"8757","E2f1","A","Ptpro",1
"8758","E2f1","A","Rasgef1b",1
"8759","E2f1","A","Rasgrp1",1
"8761","E2f1","A","Rrm1",1
"8762","E2f1","A","Rrm2",1
"8763","E2f1","A","Rrp1b",1
"8765","E2f1","A","Top2a",1
"8767","E2f1","A","Ulk1",1
"8768","E2f1","A","Wwox",-1
"8771","E2f3","A","Plk1",1
"8775","E2f4","A","Aurkb",1
"8776","E2f4","A","Cdk2",1
"8777","E2f4","A","Hcfc1",1
"8778","E2f4","A","Lin54",1
"8779","E2f4","A","Mcm10",-1
"8781","E2f4","A","Topbp1",-1
"8783","E2f5","A","Myc",1
"8786","E2f7","A","E2f1",-1
"8788","E2f8","A","E2f1",-1
"8790","Egr1","A","Akr1b1",1
"8792","Egr1","A","Cdk5r1",1
"8793","Egr1","A","Ep300",1
"8794","Egr1","A","Fcer2",-1
"8795","Egr1","A","Hyal1",1
"8796","Egr1","A","Il2rb",1
"8797","Egr1","A","Impdh2",1
"8812","Egr1","A","Lmtk2",1
"8813","Egr1","A","Pcsk2",1
"8814","Egr1","A","Plau",1
"8815","Egr1","A","Plaur",1
"8816","Egr1","A","Por",1
"8817","Egr1","A","Ptgs2",-1
"8818","Egr1","A","Ptp4a1",1
"8819","Egr1","A","Tcf4",1
"8820","Egr1","A","Tfpi2",1
"8821","Egr1","A","Toe1",1
"8822","Egr1","A","Ube2s",1
"8833","Elk1","A","Cited2",1
"8835","Elk1","A","Erbb2",1
"8837","Elk1","A","Fut4",1
"8839","Elk1","A","Pdgfb",1
"8845","Yy1","A","Ep300",1
"8846","Epas1","A","Ca9",1
"8857","Erg","A","Fgf2",-1
"8863","Erg","A","Tmprss2",1
"8865","Esr1","A","Blm",1
"8867","Esr1","A","Cebpb",1
"8869","Esr1","A","Chat",1
"8870","Esr1","A","Ctnnb1",-1
"8871","Esr1","A","Cxcl12",1
"8874","Esr1","A","Junb",1
"8875","Esr1","A","Mill2",1
"8876","Esr1","A","Ywhaq",1
"8877","Esr2","A","Cd68",1
"8879","Esr2","A","Ctsd",1
"8880","Esr2","A","Fos",1
"8882","Esr2","A","Jun",1
"8883","Esr2","A","Mknk2",1
"8884","Esr2","A","Ptprc",1
"8885","Esr2","A","Tff1",1
"8887","Ets1","A","Emsy",1
"8889","Ets1","A","Cd8a",1
"8890","Ets1","A","Col1a1",1
"8891","Ets1","A","Csf3r",1
"8892","Ets1","A","Csnk2b",1
"8893","Ets1","A","Erg",1
"8895","Ets1","A","F13a1",1
"8896","Ets1","A","Fgfbp1",1
"8897","Ets1","A","Gp6",1
"8898","Ets1","A","Hpgd",1
"8900","Ets1","A","Il2rb",1
"8901","Ets1","A","Itgb3",1
"8902","Ets1","A","Lck",1
"8903","Ets1","A","Mdm2",-1
"8905","Ets1","A","Ndrg1",-1
"8906","Ets1","A","Slc26a3",1
"8907","Ets1","A","Spry2",1
"8908","Ets1","B","Sqstm1",0.5
"8909","Ets1","A","Taf12",1
"8910","Ets1","A","Tbxas1",-1
"8911","Ets1","A","Tgfbr2",1
"8913","Ets1","A","Tnfsf14",1
"8914","Ets1","A","Was",1
"8915","Ets2","A","Angpt2",1
"8916","Ets2","A","Cd163",1
"8917","Ets2","A","Cdk1",1
"8918","Ets2","A","Csf3r",1
"8920","Ets2","A","Egr1",1
"8921","Ets2","A","Erg",1
"8923","Ets2","A","Msr1",1
"8924","Ets2","A","Pde7a",1
"8925","Ets2","A","Vwf",1
"8927","Etv3","A","Nfkb1",-1
"8929","Etv4","A","Bdkrb1",1
"8931","Etv4","A","Timp2",1
"8932","Etv4","A","Tnf",1
"8944","Fli1","A","Id2",1
"8946","Fos","A","Acta1",1
"8947","Fos","A","Batf3",1
"8948","Fos","A","Bcl2l1",1
"8951","Fos","A","Ddit3",1
"8952","Fos","A","Fas",1
"8954","Fos","A","Foxa1",1
"8956","Fos","A","Hsph1",1
"8957","Fos","A","Lrig2",1
"8958","Fos","A","Nefl",1
"8959","Fos","A","Nfkb1",-1
"8961","Fos","A","Ntf3",1
"8962","Fos","A","Nts",1
"8964","Fos","A","Pdha1",1
"8965","Fos","A","Plau",1
"8966","Fos","A","Smad4",1
"8969","Spi1","A","Fos",1
"8970","Fos","A","Sprr3",1
"8971","Fos","A","Srr",1
"8975","Fosl1","A","Itgb3",-1
"8977","Fosl2","A","Bcl6",1
"8978","Fosl2","A","Brca1",1
"8979","Fosl2","A","Ccr4",1
"8980","Fosl2","A","Fosl1",1
"8985","Fosl2","A","Nos2",1
"8988","Foxa1","A","Abca1",-1
"8989","Foxa1","A","Cftr",-1
"8990","Esr1","B","Foxa1",0.5
"8991","Foxa1","A","Esr1",1
"8992","Foxa1","A","Krt7",1
"8993","Foxa1","A","Myc",1
"8994","Foxa1","A","Nf1",1
"8996","Foxa1","A","Ret",1
"8999","Foxa2","A","Cftr",-1
"9006","Foxa2","B","Tcf7l2",0.5
"9024","Foxl2","A","Sirt1",1
"9026","Foxm1","B","Brip1",0.5
"9028","Foxm1","A","Cdc25b",1
"9037","Foxo1","A","Rag1",1
"9040","Foxo4","A","Tnfsf10",1
"9041","Foxp3","A","Ccr4",1
"9068","Gata2","A","Dpysl2",1
"9069","Gata3","A","Cdh1",1
"9071","Gata3","A","Cdx2",1
"9072","Gata3","A","Epor",1
"9076","Gata3","A","Il12rb2",-1
"9077","Gata3","A","Nfkb1",1
"9078","Nfkb1","A","Gata3",1
"9080","Rela","A","Gata3",1
"9082","Gata3","A","Tcf7l2",1
"9094","Gfi1b","A","Mef2c",-1
"9096","Gli1","A","Egr2",-1
"9104","Gli2","A","Fas",-1
"9105","Gli2","A","Foxa2",1
"9109","Gli2","A","Fst",1
"9113","Gli2","A","Wnt2b",1
"9122","Hbp1","A","Ncf1",-1
"9140","Hey2","A","Acta2",-1
"9142","Hey2","A","Gata6",-1
"9144","Hhex","A","Hnf4a",1
"9150","Hic1","A","Vldlr",-1
"9157","Hif1a","A","Cxcl12",1
"9158","Hif1a","A","E2f3",1
"9159","Hif1a","A","Eno1",1
"9160","Hif1a","A","Fam162a",1
"9162","Hif1a","A","Mif",1
"9164","Hif1a","A","Nr3c1",1
"9167","Hif1a","A","Ppp1r3c",1
"9171","Hif1a","A","Socs1",1
"9173","Hif1a","A","Tlr2",1
"9174","Hif1a","A","Tlr6",1
"9176","Hif1a","A","Vegfb",1
"9185","Hlf","A","Runx1",-1
"9195","Hnf4a","A","Abcg5",-1
"9196","Hnf4a","A","Ceacam2",1
"9197","Hnf4a","A","Ceacam1",1
"9198","Hnf4a","A","Gpr39",1
"9200","Hnf4a","A","Ldlr",1
"9201","Hnf4a","A","Pcsk9",1
"9202","Hnf4a","A","Serpinc1",1
"9203","Hnf4a","A","Tbp",1
"9204","Hnf4a","A","Tcf7l2",1
"9211","Hoxa10","A","Itgb3",1
"9217","Hoxa4","A","Th",1
"9219","Hoxa5","A","Th",1
"9233","Hoxb13","A","Tcf4",-1
"9246","Hoxc8","A","Tnfrsf11b",1
"9249","Hoxd3","A","Itgb1",1
"9250","Hoxd3","A","Itgb3",1
"9257","Hsf1","B","Stip1",0.5
"9258","Hsf1","B","Ubb",0.5
"9259","Hsf2","A","Map2k4",-1
"9260","Hsf2","A","Mapk8",-1
"9261","Irf1","A","Casp7",1
"9268","Irf1","A","Il10",1
"9270","Irf1","B","Psmb10",0.5
"9273","Irf3","A","Irf7",1
"9275","Irf3","A","Pura",-1
"9279","Irf4","A","Fcer2",1
"9282","Irf5","A","Tnf",1
"9285","Irf7","A","Cxcl10",1
"9290","Irf8","B","Tlr4",0.5
"9291","Irf9","A","Il27",-1
"9293","Irf9","A","Pml",1
"9294","Jun","A","Acta1",1
"9295","Jun","A","Batf3",1
"9298","Jun","A","Cd82",1
"9300","Jun","A","Crem",1
"9302","Jun","A","Ets2",1
"9306","Jun","A","Hey1",1
"9309","Jun","A","Lbp",-1
"9311","Jun","A","Mgp",1
"9315","Jun","A","Nfkb2",1
"9318","Jun","A","Pdha1",1
"9319","Jun","A","Pold2",1
"9322","Jun","A","Rarb",1
"9326","Jun","A","Runx2",1
"9331","Jun","A","Sprr3",1
"9332","Jun","A","Timp2",1
"9333","Jun","A","Tnfrsf10b",1
"9335","Jun","A","Txn",1
"9336","Jun","A","Vcam1",1
"9343","Jund","A","Itgav",-1
"9344","Jund","A","Itgb3",-1
"9352","Klf10","A","Cdkn1a",1
"9367","Klf4","A","Thbd",1
"9374","Klf5","A","Notch1",1
"9377","Klf6","A","Ltc4s",1
"9388","Lef1","A","Birc5",1
"9389","Lef1","A","Ccl7",1
"9396","Lef1","A","Nrcam",1
"9397","Lef1","A","Nt5e",1
"9399","Lef1","A","Tcf3",1
"9401","Lhx4","A","Pou1f1",1
"9432","Mef2c","A","Cpt1b",1
"9435","Mef2c","A","Nr4a1",-1
"9436","Mef2c","A","Sost",-1
"9438","Mef2d","A","Atf3",1
"9439","Mef2d","A","Sost",-1
"9443","Mitf","A","Bcl2a1",-1
"9444","Mitf","A","Cdk2",1
"9445","Mitf","A","Gpnmb",1
"9446","Mitf","A","Herc2",1
"9447","Mitf","A","Pmel",1
"9448","Mitf","A","Prkcb",1
"9449","Mitf","A","Serpinf1",1
"9458","Msc","A","Il10",1
"9462","Msc","A","Mmp2",1
"9476","Myb","A","Cebpa",1
"9479","Myb","A","Col1a1",1
"9483","Myb","A","Gstm2",1
"9487","Myb","A","Nmu",1
"9488","Myb","A","Sim2",1
"9489","Myb","A","Tk1",1
"9490","Myb","A","Was",1
"9491","Mybl1","A","Ncl",1
"9493","Myc","A","Ass1",1
"9501","Myc","A","Hdac2",1
"9512","Myc","A","Shmt1",1
"9513","Myc","A","St3gal1",1
"9517","Myc","A","Tfap4",1
"9521","Myc","A","Wrn",1
"9535","Mycn","B","Id2",0.5
"9544","Nanog","A","Cdx2",-1
"9547","Nanog","A","Gata4",-1
"9549","Nanog","A","Lamb1",-1
"9557","Ncoa3","A","Bcl2",1
"9566","Nfatc1","A","Ifng",1
"9570","Nfe2","B","Gclc",0.5
"9574","Nfe2l2","A","Mthfr",1
"9575","Nfia","A","Cdkn1a",-1
"9579","Nfic","A","Alas1",1
"9581","Nfic","A","Col18a1",1
"9582","Nfic","A","Col1a1",1
"9583","Nfic","A","Gtf3c1",1
"9584","Nfic","A","Gtf3c2",1
"9585","Nfic","A","Gucy1b1",1
"9587","Nfic","A","Hsd11b2",1
"9589","Nfic","A","Itga5",-1
"9590","Nfic","A","Jun",1
"9591","Nfic","A","Matn1",-1
"9592","Nfic","A","Pold2",1
"9593","Nfic","A","Pole2",1
"9594","Nfic","A","Slc34a2",1
"9595","Nfic","A","Tfpi2",1
"9600","Nfkb1","A","A2m",1
"9602","Nfkb1","A","Abcb1a",1
"9603","Nfkb1","A","Adora1",1
"9606","Nfkb1","A","Ager",1
"9607","Nfkb1","A","Akt1",-1
"9610","Nfkb1","A","Amh",1
"9611","Nfkb1","A","Atf3",1
"9612","Nfkb1","A","B2m",1
"9616","Nfkb1","A","Birc2",1
"9617","Nfkb1","A","Birc3",1
"9618","Nfkb1","A","Bst1",1
"9626","Nfkb1","A","Ccl22",1
"9627","Nfkb1","A","Ccl4",1
"9628","Nfkb1","A","Ccl5",1
"9630","Nfkb1","A","Ccnd2",1
"9634","Nfkb1","A","Ccr7",1
"9636","Nfkb1","A","Cd69",1
"9637","Nfkb1","A","Cd80",1
"9638","Nfkb1","A","Cd83",1
"9639","Nfkb1","A","Cd86",1
"9645","Nfkb1","A","Col1a1",-1
"9650","Nfkb1","A","Csnk2a1",1
"9651","Nfkb1","A","Ctsb",1
"9653","Nfkb1","A","Cxcl1",1
"9655","Nfkb1","A","Cyp19a1",-1
"9657","Nfkb1","A","Cyp27b1",1
"9662","Nfkb1","A","Edn1",1
